city_1;city_2;distance;required_permit
Dallgow-Döberitz;Kremmen;36;NONE
Dallgow-Döberitz;Leegebruch;27;F24
Dallgow-Döberitz;Ludwigsfelde;43;NONE
Dallgow-Döberitz;Michendorf;34;NONE
Dallgow-Döberitz;Nauen;16;F24
Dallgow-Döberitz;Oranienburg;33;F24
Dallgow-Döberitz;Potsdam;23;NONE
Dallgow-Döberitz;Schildow;32;NONE
Dallgow-Döberitz;Schönefeld;41;F24
Dallgow-Döberitz;Schönwalde-Siedlung;22;F24
Dallgow-Döberitz;Stahnsdorf;33;NONE
Dallgow-Döberitz;Teltow;28;NONE
Dallgow-Döberitz;Velten;22;NONE
Dallgow-Döberitz;Wustermark;9;NONE
Damme;Diepholz;20;NONE
Damme;Dinklage;20;NONE
Damme;Emstek;42;F23
Damme;Goldenstedt;36;F23
Damme;Lohne;18;F23
Damme;Osnabrück;37;F23
Damme;Quakenbrück;28;NONE
Damme;Steinfeld;10;F23
Damme;Vechta;26;F23
Damme;Wallenhorst;25;F23
Darmstadt;Dieburg;17;K62
Darmstadt;Dietzenbach;21;NONE
Darmstadt;Dreieich;19;K62
Darmstadt;Egelsbach;14;K62
Darmstadt;Eppstein;46;K62
Darmstadt;Erbach;42;K62
Darmstadt;Eschborn;35;K62
Darmstadt;Flörsheim;29;K62
Darmstadt;Frankfurt;33;NONE
Darmstadt;Gernsheim;19;NONE
Darmstadt;Ginsheim-Gustavsburg;31;NONE
Darmstadt;Griesheim;7;K62
Darmstadt;Groß-Gerau;15;K62
Darmstadt;Groß-Umstadt;23;K62
Darmstadt;Groß-Zimmern;14;NONE
Darmstadt;Großostheim;35;NONE
Darmstadt;Hanau;42;K62
Darmstadt;Hattersheim;35;K62
Darmstadt;Heppenheim;29;K62
Darmstadt;Heusenstamm;25;K62
Darmstadt;Hochheim am Version3.Main;34;K62
Darmstadt;Hofheim;38;K62
Darmstadt;Höchst im Odenwald;32;NONE
Darmstadt;Kelkheim (Taunus);44;K62
Darmstadt;Kelsterbach;30;K62
Darmstadt;Kriftel;37;K62
Darmstadt;Lampertheim;41;K62
Darmstadt;Lorsch;28;K62
Darmstadt;Maintal;42;K62
Darmstadt;Mainz;37;K62
Darmstadt;Michelstadt;39;K62
Darmstadt;Mörfelden-Walldorf;18;NONE
Darmstadt;Mörlenbach;40;NONE
Darmstadt;Nauheim;21;K62
Darmstadt;Neu Isenburg;25;NONE
Darmstadt;Nieder-Olm;47;K62
Darmstadt;Ober-Ramstadt;10;NONE
Darmstadt;Obertshausen;35;K62
Darmstadt;Pfungstadt;9;K62
Darmstadt;Raunheim;31;K62
Darmstadt;Reinheim;17;K62
Darmstadt;Rodgau;29;K62
Darmstadt;Roßdorf;8;K62
Darmstadt;Rüsselsheim;26;K62
Darmstadt;Seeheim-Jugenheim;13;NONE
Darmstadt;Seligenstadt;34;K62
Darmstadt;Steinbach am Taunus;38;K62
Darmstadt;Trebur;23;K62
Darmstadt;Weiterstadt;7;K62
Darmstadt;Worms;42;NONE
Datteln;Dorsten;29;F23
Datteln;Dortmund;21;F23
Datteln;Dülmen;26;NONE
Datteln;Essen;41;NONE
Datteln;Gelsenkirchen;28;F23
Datteln;Gladbeck;33;NONE
Datteln;Hagen;46;NONE
Datteln;Hamm;39;F23
Datteln;Hattingen;34;F23
Datteln;Herne;19;F23
Datteln;Herten;18;NONE
Datteln;Kamen;31;F23
Datteln;Lünen;15;NONE
Datteln;Marl;17;F23
Datteln;Oer-Erkenschwick;6;F23
Datteln;Recklinghausen;20;NONE
Datteln;Schwerte;34;NONE
Datteln;Selm;14;F23
Datteln;Unna;35;F23
Datteln;Waltrop;6;NONE
Datteln;Werne an der Lippe;23;F23
Datteln;Wetter (Ruhr);37;F23
Datteln;Witten;30;F23
Dautphe;Dillenburg;29;K62
Dautphe;Frankenberg;38;K62
Dautphe;Gießen;39;NONE
Dautphe;Gladenbach;12;K62
Dautphe;Haiger;33;K62
Dautphe;Herborn;33;K62
Dautphe;Kirchhain;33;K62
Dautphe;Lollar;33;K62
Dautphe;Marburg;20;NONE
Dautphe;Reiskirchen;45;K62
Dautphe;Stadtallendorf;39;K62
Dautphe;Wetzlar;43;K62
Deggendorf;Straubing;37;NONE
Delbrück;Detmold;35;F23
Delbrück;Gütersloh;22;NONE
Delbrück;Harsewinkel;39;NONE
Delbrück;Lage;37;F23
Delbrück;Lippstadt;21;F23
Delbrück;Oelde;36;F23
Delbrück;Paderborn;15;NONE
Delbrück;Rheda-Wiedenbrück;22;NONE
Delbrück;Rietberg;12;F23
Delbrück;Salzkotten;12;F23
Delbrück;Schloß Holte-Stukenbrock;16;NONE
Delbrück;Verl;16;NONE
Delitzsch;Dessau-Roßlau;39;NONE
Delitzsch;Eilenburg;23;NONE
Delitzsch;Gräfenhainichen;33;F24
Delitzsch;Halle;34;NONE
Delitzsch;Halle-Neustadt;37;NONE
Delitzsch;Landsberg;19;NONE
Delitzsch;Leipzig;22;NONE
Delitzsch;Leuna;47;F24
Delitzsch;Markkleeberg;30;F24
Delitzsch;Markranstädt;34;NONE
Delitzsch;Merseburg;42;NONE
Delitzsch;Schkeuditz;22;F24
Delitzsch;Schkopau;44;F24
Delitzsch;Taucha;23;F24
Delitzsch;Wurzen;39;NONE
Delmenhorst;Ganderkesee;7;NONE
Delmenhorst;Goldenstedt;38;F23
Delmenhorst;Großenkneten;35;F23
Delmenhorst;Hagen im Bremischen;42;NONE
Delmenhorst;Hatten;26;F23
Delmenhorst;Hude;14;NONE
Delmenhorst;Oldenburg;36;F23
Delmenhorst;Osterholz-Scharmbeck;30;F23
Delmenhorst;Oyten;33;F23
Delmenhorst;Ritterhude;28;F23
Delmenhorst;Schwanewede;25;F23
Delmenhorst;Stuhr;11;NONE
Delmenhorst;Syke;24;NONE
Delmenhorst;Twistringen;33;NONE
Delmenhorst;Visbek;35;NONE
Delmenhorst;Wardenburg;34;F23
Delmenhorst;Weyhe;23;NONE
Delmenhorst;Wildeshausen;23;F23
Dermbach;Eisenach;41;X09
Dermbach;Gerstungen;35;X09
Dermbach;Hünfeld;32;X09
Dermbach;Kaltennordheim;12;X09
Dermbach;Kurort Steinbach-Hallenberg;39;NONE
Dermbach;Künzell;42;NONE
Dermbach;Meiningen;37;X09
Dermbach;Petersberg;42;X09
Dermbach;Ruhla;36;X09
Dermbach;Schmalkalden;27;X09
Dermbach;Vacha;17;NONE
Dermbach;Wasungen;23;X09
Dessau-Roßlau;Gräfenhainichen;24;NONE
Dessau-Roßlau;Köthen;26;F24
Dessau-Roßlau;Landsberg;36;F24
Dessau-Roßlau;Wiesenburg;45;NONE
Dessau-Roßlau;Wittenberg;35;NONE
Dessau-Roßlau;Zerbst;21;NONE
Detmold;Gütersloh;40;NONE
Detmold;Herford;29;NONE
Detmold;Lage;8;F23
Detmold;Lemgo;11;NONE
Detmold;Löhne;38;NONE
Detmold;Paderborn;31;NONE
Detmold;Porta Westfalica;42;F23
Detmold;Rietberg;41;F23
Detmold;Rinteln;40;F23
Detmold;Schloß Holte-Stukenbrock;22;F23
Detmold;Verl;29;F23
Dieburg;Dietzenbach;18;K62
Dieburg;Dreieich;21;NONE
Dieburg;Egelsbach;23;NONE
Dieburg;Erbach;34;K62
Dieburg;Erlensee;31;K62
Dieburg;Eschborn;43;K62
Dieburg;Flörsheim;45;NONE
Dieburg;Frankfurt;33;NONE
Dieburg;Gernsheim;38;NONE
Dieburg;Griesheim;23;K62
Dieburg;Groß-Gerau;31;K62
Dieburg;Groß-Umstadt;8;K62
Dieburg;Groß-Zimmern;4;NONE
Dieburg;Großostheim;20;NONE
Dieburg;Hanau;30;NONE
Dieburg;Hattersheim;43;NONE
Dieburg;Heppenheim;44;K62
Dieburg;Heusenstamm;22;K62
Dieburg;Höchst im Odenwald;17;K62
Dieburg;Kelsterbach;38;NONE
Dieburg;Kriftel;45;K62
Dieburg;Langenselbold;40;K62
Dieburg;Lorsch;43;NONE
Dieburg;Maintal;37;K62
Dieburg;Michelstadt;31;NONE
Dieburg;Mörfelden-Walldorf;31;K62
Dieburg;Mörlenbach;42;NONE
Dieburg;Nauheim;37;K62
Dieburg;Neu Isenburg;26;K62
Dieburg;Ober-Ramstadt;13;K62
Dieburg;Obertshausen;27;K62
Dieburg;Pfungstadt;24;NONE
Dieburg;Raunheim;47;K62
Dieburg;Reinheim;10;NONE
Dieburg;Rodenbach;37;K62
Dieburg;Rodgau;17;K62
Dieburg;Roßdorf;8;K62
Dieburg;Rüsselsheim;42;NONE
Dieburg;Seeheim-Jugenheim;25;K62
Dieburg;Seligenstadt;22;K62
Dieburg;Trebur;39;NONE
Dieburg;Weiterstadt;22;K62
Diepholz;Dinklage;20;F23
Diepholz;Emstek;32;F23
Diepholz;Goldenstedt;25;F23
Diepholz;Lohne;13;F23
Diepholz;Quakenbrück;34;F23
Diepholz;Steinfeld;12;F23
Diepholz;Sulingen;31;F23
Diepholz;Twistringen;30;F23
Diepholz;Vechta;16;F23
Diepholz;Visbek;28;NONE
Diepholz;Wildeshausen;38;F23
Dietzenbach;Dreieich;8;K62
Dietzenbach;Egelsbach;13;NONE
Dietzenbach;Eppstein;41;NONE
Dietzenbach;Erlensee;24;K62
Dietzenbach;Eschborn;30;K62
Dietzenbach;Flörsheim;36;K62
Dietzenbach;Frankfurt;15;NONE
Dietzenbach;Friedrichsdorf;36;NONE
Dietzenbach;Gelnhausen;44;K62
Dietzenbach;Ginsheim-Gustavsburg;43;NONE
Dietzenbach;Griesheim;27;NONE
Dietzenbach;Groß-Gerau;30;K62
Dietzenbach;Groß-Umstadt;25;K62
Dietzenbach;Groß-Zimmern;21;K62
Dietzenbach;Großostheim;32;K62
Dietzenbach;Hanau;23;NONE
Dietzenbach;Hattersheim;30;K62
Dietzenbach;Heusenstamm;5;K62
Dietzenbach;Hochheim am Version3.Main;40;NONE
Dietzenbach;Hofheim;33;NONE
Dietzenbach;Höchst im Odenwald;34;K62
Dietzenbach;Karben;32;K62
Dietzenbach;Kelkheim (Taunus);39;K62
Dietzenbach;Kelsterbach;25;NONE
Dietzenbach;Kriftel;32;NONE
Dietzenbach;Kronberg;37;K62
Dietzenbach;Königstein im Taunus;42;K62
Dietzenbach;Langenselbold;33;NONE
Dietzenbach;Maintal;20;NONE
Dietzenbach;Mörfelden-Walldorf;20;NONE
Dietzenbach;Nauheim;39;K62
Dietzenbach;Neu Isenburg;9;K62
Dietzenbach;Nidderau;36;K62
Dietzenbach;Ober-Ramstadt;30;NONE
Dietzenbach;Obertshausen;10;K62
Dietzenbach;Oberursel;35;K62
Dietzenbach;Pfungstadt;30;K62
Dietzenbach;Raunheim;31;K62
Dietzenbach;Reinheim;27;K62
Dietzenbach;Rodenbach;29;K62
Dietzenbach;Rodgau;8;K62
Dietzenbach;Rosbach vor der Höhe;41;K62
Dietzenbach;Roßdorf;25;NONE
Dietzenbach;Rüsselsheim;35;K62
Dietzenbach;Seeheim-Jugenheim;34;K62
Dietzenbach;Seligenstadt;15;NONE
Dietzenbach;Steinbach am Taunus;29;K62
Dietzenbach;Trebur;35;K62
Dietzenbach;Weiterstadt;24;K62
Diez;Hadamar;14;NONE
Diez;Idstein;34;NONE
Diez;Koblenz;42;K62
Diez;Lahnstein;45;NONE
Diez;Limburg;4;K62
Diez;Montabaur;21;NONE
Diez;Niedernhausen;43;NONE
Diez;Taunusstein;34;NONE
Diez;Weilburg;27;K62
Dillenburg;Gießen;42;K62
Dillenburg;Gladenbach;27;NONE
Dillenburg;Haiger;8;K62
Dillenburg;Herborn;7;K62
Dillenburg;Kreuztal;45;K62
Dillenburg;Lollar;45;NONE
Dillenburg;Siegen;33;K62
Dillenburg;Weilburg;38;NONE
Dillenburg;Wetzlar;31;NONE
Dillingen;Ensdorf;9;NONE
Dillingen;Eppelborn;25;K62
Dillingen;Friedrichsthal;32;K62
Dillingen;Großrosseln;23;NONE
Dillingen;Heusweiler;19;K62
Dillingen;Illingen;32;K62
Dillingen;Kleinblittersdorf;41;NONE
Dillingen;Lebach;16;NONE
Dillingen;Marpingen;30;K62
Dillingen;Merchweiler;29;NONE
Dillingen;Merzig;17;K62
Dillingen;Mettlach;24;K62
Dillingen;Nalbach;6;K62
Dillingen;Namborn;42;K62
Dillingen;Neunkirchen;37;NONE
Dillingen;Nonnweiler;44;K62
Dillingen;Oberthal;37;NONE
Dillingen;Ottweiler;39;NONE
Dillingen;Perl;38;K62
Dillingen;Püttlingen;18;K62
Dillingen;Quierschied;31;NONE
Dillingen;Rehlingen-Siersburg;7;NONE
Dillingen;Riegelsberg;22;NONE
Dillingen;Saarbrücken;32;K62
Dillingen;Saarlouis;4;K62
Dillingen;Saarwellingen;7;K62
Dillingen;Sankt Ingbert;36;K62
Dillingen;Sankt Wendel;47;K62
Dillingen;Schiffweiler;34;K62
Dillingen;Schmelz;12;K62
Dillingen;Schwalbach;13;K62
Dillingen;Spiesen-Elversberg;34;NONE
Dillingen;Sulzbach;36;NONE
Dillingen;Tholey;29;K62
Dillingen;Völklingen;17;NONE
Dillingen;Wadern;25;NONE
Dillingen;Wadgassen;13;K62
Dillingen;Wallerfangen;3;K62
Dillingen;Weiskirchen;28;K62
Dillingen;Überherrn;14;NONE
Dingelstädt;Duderstadt;29;F24
Dingelstädt;Eschwege;30;NONE
Dingelstädt;Friedland;37;NONE
Dingelstädt;Heilbad Heiligenstadt;15;NONE
Dingelstädt;Leinefelde;9;NONE
Dingelstädt;Mühlhausen;17;NONE
Dingelstädt;Niederorschel;17;F24
Dingelstädt;Treffurt;32;NONE
Dingelstädt;Witzenhausen;39;NONE
Dingolfing;Landshut;34;X09
Dingolfing;Straubing;35;X09
Dinklage;Emstek;20;F23
Dinklage;Garrel;39;F23
Dinklage;Goldenstedt;26;F23
Dinklage;Großenkneten;43;F23
Dinklage;Lohne;8;F23
Dinklage;Löningen;30;F23
Dinklage;Quakenbrück;13;NONE
Dinklage;Steinfeld;11;F23
Dinklage;Vechta;15;F23
Dinklage;Visbek;29;NONE
Dinklage;Wildeshausen;41;NONE
Dinslaken;Dorsten;22;NONE
Dinslaken;Duisburg;17;F23
Dinslaken;Essen;29;F23
Dinslaken;Geldern;38;NONE
Dinslaken;Gelsenkirchen;33;F23
Dinslaken;Gladbeck;22;F23
Dinslaken;Hamminkeln;24;F23
Dinslaken;Heiligenhaus;41;F23
Dinslaken;Herne;42;NONE
Dinslaken;Herten;36;NONE
Dinslaken;Kamp-Lintfort;22;F23
Dinslaken;Kempen;42;F23
Dinslaken;Kevelaer;43;NONE
Dinslaken;Krefeld;40;F23
Dinslaken;Marl;42;F23
Dinslaken;Meerbusch;41;F23
Dinslaken;Moers;21;F23
Dinslaken;Mülheim;24;F23
Dinslaken;Oberhausen;16;NONE
Dinslaken;Ratingen;37;F23
Dinslaken;Recklinghausen;35;F23
Dinslaken;Rheinberg;15;NONE
Dinslaken;Tönisvorst;40;NONE
Dinslaken;Velbert;41;F23
Dinslaken;Voerde;5;F23
Dinslaken;Wesel;14;F23
Dippoldiswalde;Dresden;21;F24
Dippoldiswalde;Freiberg;27;NONE
Dippoldiswalde;Freital;19;F24
Dippoldiswalde;Heidenau;23;F24
Dippoldiswalde;Klipphausen;28;F24
Dippoldiswalde;Meißen;40;NONE
Dippoldiswalde;Nossen;45;F24
Dippoldiswalde;Olbernhau;52;F24
Dippoldiswalde;Pirna;28;F24
Dippoldiswalde;Radeberg;36;NONE
Dippoldiswalde;Radebeul;29;F24
Dippoldiswalde;Weinböhla;42;F24
Dippoldiswalde;Wilsdruff;24;NONE
Ditzingen;Esslingen;25;X09
Ditzingen;Fellbach;19;X09
Ditzingen;Filderstadt;29;X09
Ditzingen;Freiberg am Neckar;19;NONE
Ditzingen;Gerlingen;4;NONE
Ditzingen;Herrenberg;39;X09
Ditzingen;Kirchheim unter Teck;48;NONE
Ditzingen;Korntal-Münchingen;5;NONE
Ditzingen;Kornwestheim;13;NONE
Ditzingen;Leinfelden-Echterdingen;25;NONE
Ditzingen;Leonberg;5;X09
Ditzingen;Ludwigsburg;15;NONE
Ditzingen;Marbach am Neckar;22;X09
Ditzingen;Mühlacker;30;X09
Ditzingen;Nürtingen;44;X09
Ditzingen;Ostfildern;25;NONE
Ditzingen;Pforzheim;33;X09
Ditzingen;Renningen;15;X09
Ditzingen;Schorndorf;40;NONE
Ditzingen;Sindelfingen;19;X09
Ditzingen;Stuttgart;14;NONE
Ditzingen;Tübingen;47;NONE
Ditzingen;Vaihingen an der Enz;19;X09
Ditzingen;Waiblingen;22;NONE
Ditzingen;Weil der Stadt;21;X09
Ditzingen;Wendlingen am Neckar;42;X09
Ditzingen;Winnenden;31;NONE
Doberlug-Kirchhain;Elsterwerda;24;NONE
Doberlug-Kirchhain;Falkenberg;28;F24
Doberlug-Kirchhain;Finsterwalde;11;F24
Doberlug-Kirchhain;Großräschen;33;NONE
Doberlug-Kirchhain;Gröditz;30;NONE
Doberlug-Kirchhain;Herzberg;31;NONE
Doberlug-Kirchhain;Lauchhammer;30;F24
Doberlug-Kirchhain;Luckau;32;NONE
Doberlug-Kirchhain;Schipkau;30;F24
Doberlug-Kirchhain;Schwarzheide;36;NONE
Doberlug-Kirchhain;Senftenberg;40;F24
Donaueschingen;Rottweil;29;K62
Donaueschingen;Schramberg;39;K62
Donaueschingen;Trossingen;21;K62
Donaueschingen;Tuttlingen;33;K62
Donaueschingen;Villingen-Schwenningen;16;NONE
Donauwörth;Gersthofen;35;X09
Donauwörth;Neuburg;31;NONE
Donauwörth;Neusäß;39;X09
Donauwörth;Nördlingen;32;X09
Donauwörth;Pappenheim;36;X09
Dormagen;Düsseldorf;19;NONE
Dormagen;Erftstadt;39;F23
Dormagen;Erkelenz;47;F23
Dormagen;Erkrath;28;F23
Dormagen;Frechen;26;F23
Dormagen;Grevenbroich;22;F23
Dormagen;Haan;18;NONE
Dormagen;Heiligenhaus;36;NONE
Dormagen;Hilden;14;F23
Dormagen;Hürth;31;NONE
Dormagen;Kaarst;23;NONE
Dormagen;Kerpen;39;F23
Dormagen;Korschenbroich;30;NONE
Dormagen;Krefeld;38;F23
Dormagen;Langenfeld;16;F23
Dormagen;Leichlingen;23;F23
Dormagen;Leverkusen;18;NONE
Dormagen;Meerbusch;25;F23
Dormagen;Mettmann;34;NONE
Dormagen;Mönchengladbach;36;NONE
Dormagen;Neuss;17;F23
Dormagen;Niederkassel;41;F23
Dormagen;Pulheim;14;F23
Dormagen;Ratingen;28;NONE
Dormagen;Remscheid;46;NONE
Dormagen;Rösrath;42;NONE
Dormagen;Solingen;26;NONE
Dormagen;Tönisvorst;42;F23
Dormagen;Velbert;43;F23
Dormagen;Viersen;43;F23
Dormagen;Wermelskirchen;40;F23
Dormagen;Wesseling;38;F23
Dormagen;Willich;31;F23
Dormagen;Wuppertal;46;F23
Dorsten;Duisburg;37;F23
Dorsten;Dülmen;37;F23
Dorsten;Essen;26;F23
Dorsten;Gelsenkirchen;20;F23
Dorsten;Gladbeck;12;NONE
Dorsten;Hamminkeln;35;F23
Dorsten;Hattingen;38;NONE
Dorsten;Herne;26;F23
Dorsten;Herten;15;NONE
Dorsten;Kamp-Lintfort;50;NONE
Dorsten;Marl;13;F23
Dorsten;Moers;43;F23
Dorsten;Mülheim;34;NONE
Dorsten;Oberhausen;25;F23
Dorsten;Oer-Erkenschwick;23;NONE
Dorsten;Recklinghausen;18;F23
Dorsten;Rheinberg;48;F23
Dorsten;Voerde;25;F23
Dorsten;Waltrop;33;F23
Dorsten;Wesel;26;NONE
Dortmund;Ennepetal;35;NONE
Dortmund;Essen;36;NONE
Dortmund;Gelsenkirchen;33;F23
Dortmund;Gevelsberg;31;NONE
Dortmund;Hagen;24;F23
Dortmund;Hamm;37;F23
Dortmund;Hattingen;31;NONE
Dortmund;Hemer;31;NONE
Dortmund;Herne;23;F23
Dortmund;Herten;33;F23
Dortmund;Iserlohn;24;NONE
Dortmund;Kamen;21;NONE
Dortmund;Lünen;14;NONE
Dortmund;Marl;40;F23
Dortmund;Oer-Erkenschwick;27;F23
Dortmund;Recklinghausen;30;NONE
Dortmund;Schwelm;39;NONE
Dortmund;Schwerte;12;NONE
Dortmund;Selm;23;F23
Dortmund;Unna;18;F23
Dortmund;Waltrop;16;NONE
Dortmund;Werl;36;F23
Dortmund;Werne an der Lippe;23;F23
Dortmund;Wetter (Ruhr);20;F23
Dortmund;Witten;15;F23
Dortmund;Wuppertal;42;F23
Drebkau;Forst (Lausitz);36;NONE
Drebkau;Großräschen;20;F24
Drebkau;Hoyerswerda;34;NONE
Drebkau;Kolkwitz;15;F24
Drebkau;Lauchhammer;41;F24
Drebkau;Lübbenau/Spreewald;41;F24
Drebkau;Neuhausen;16;NONE
Drebkau;Schipkau;31;NONE
Drebkau;Schwarzheide;38;NONE
Drebkau;Senftenberg;25;F24
Drebkau;Spremberg;17;NONE
Drebkau;Vetschau/Spreewald;25;NONE
Drebkau;Weißwasser/Oberlausitz;40;F24
Dreieich;Egelsbach;5;K62
Dreieich;Eppstein;34;K62
Dreieich;Erlensee;34;NONE
Dreieich;Eschborn;24;K62
Dreieich;Flörsheim;26;K62
Dreieich;Frankfurt;14;NONE
Dreieich;Friedrichsdorf;39;NONE
Dreieich;Gernsheim;39;K62
Dreieich;Ginsheim-Gustavsburg;31;NONE
Dreieich;Griesheim;26;NONE
Dreieich;Groß-Gerau;21;K62
Dreieich;Groß-Umstadt;28;K62
Dreieich;Groß-Zimmern;23;K62
Dreieich;Großostheim;38;NONE
Dreieich;Hanau;33;NONE
Dreieich;Hattersheim;24;K62
Dreieich;Heusenstamm;12;K62
Dreieich;Hochheim am Version3.Main;31;NONE
Dreieich;Hofheim;26;NONE
Dreieich;Höchst im Odenwald;36;K62
Dreieich;Karben;35;K62
Dreieich;Kelkheim (Taunus);32;K62
Dreieich;Kelsterbach;19;K62
Dreieich;Kriftel;26;NONE
Dreieich;Kronberg;31;K62
Dreieich;Königstein im Taunus;36;NONE
Dreieich;Langenselbold;43;NONE
Dreieich;Maintal;27;K62
Dreieich;Mainz;37;K62
Dreieich;Mörfelden-Walldorf;12;K62
Dreieich;Nauheim;24;K62
Dreieich;Neu Isenburg;6;NONE
Dreieich;Nidderau;44;NONE
Dreieich;Niedernhausen;42;K62
Dreieich;Ober-Ramstadt;27;K62
Dreieich;Obertshausen;21;K62
Dreieich;Oberursel;37;K62
Dreieich;Pfungstadt;26;K62
Dreieich;Raunheim;25;K62
Dreieich;Reinheim;29;NONE
Dreieich;Rodenbach;39;NONE
Dreieich;Rodgau;15;K62
Dreieich;Rosbach vor der Höhe;42;NONE
Dreieich;Roßdorf;23;K62
Dreieich;Rüsselsheim;24;K62
Dreieich;Seeheim-Jugenheim;30;NONE
Dreieich;Seligenstadt;21;K62
Dreieich;Steinbach am Taunus;27;K62
Dreieich;Trebur;27;K62
Dreieich;Weiterstadt;19;K62
Dreieich;Wiesbaden;42;K62
Dresden;Freiberg;37;F24
Dresden;Freital;9;NONE
Dresden;Großenhain;34;F24
Dresden;Heidenau;12;F24
Dresden;Kamenz;40;F24
Dresden;Klipphausen;20;NONE
Dresden;Meißen;25;NONE
Dresden;Neustadt;37;NONE
Dresden;Nossen;36;F24
Dresden;Pirna;20;F24
Dresden;Radeberg;16;NONE
Dresden;Radebeul;10;F24
Dresden;Weinböhla;22;NONE
Dresden;Wilsdruff;16;NONE
Drochtersen;Elmshorn;40;A38
Drochtersen;Glückstadt;20;A38
Drochtersen;Halstenbek;59;NONE
Drochtersen;Harsefeld;36;NONE
Drochtersen;Hohenlockstedt;48;A38
Drochtersen;Horst;36;NONE
Drochtersen;Itzehoe;39;NONE
Drochtersen;Jork;34;A38
Drochtersen;Pinneberg;60;A38
Drochtersen;Quickborn;59;NONE
Drochtersen;Rellingen;59;A38
Drochtersen;Schenefeld;73;A38
Drochtersen;Stade;18;NONE
Drochtersen;Tornesch;50;NONE
Drochtersen;Uetersen;48;A38
Drochtersen;Wedel;61;A38
Duderstadt;Ellrich;37;F24
Duderstadt;Friedland;33;F24
Duderstadt;Göttingen;27;NONE
Duderstadt;Heilbad Heiligenstadt;23;F24
Duderstadt;Herzberg am Harz;21;NONE
Duderstadt;Leinefelde;20;F24
Duderstadt;Niederorschel;23;NONE
Duderstadt;Northeim;33;F24
Duderstadt;Osterode;31;NONE
Duderstadt;Rosdorf;31;NONE
Duderstadt;Witzenhausen;44;NONE
Duisburg;Düsseldorf;26;F23
Duisburg;Erkrath;30;F23
Duisburg;Essen;21;NONE
Duisburg;Geldern;38;NONE
Duisburg;Gelsenkirchen;32;NONE
Duisburg;Gladbeck;28;NONE
Duisburg;Haan;39;F23
Duisburg;Hattingen;37;F23
Duisburg;Heiligenhaus;24;NONE
Duisburg;Herne;40;NONE
Duisburg;Herten;43;NONE
Duisburg;Hilden;35;NONE
Duisburg;Kaarst;33;F23
Duisburg;Kamp-Lintfort;23;F23
Duisburg;Kempen;30;NONE
Duisburg;Korschenbroich;44;F23
Duisburg;Krefeld;20;F23
Duisburg;Meerbusch;25;F23
Duisburg;Mettmann;28;NONE
Duisburg;Moers;12;F23
Duisburg;Mönchengladbach;41;F23
Duisburg;Mülheim;9;F23
Duisburg;Neuss;34;F23
Duisburg;Oberhausen;15;NONE
Duisburg;Ratingen;19;NONE
Duisburg;Recklinghausen;41;NONE
Duisburg;Rheinberg;20;NONE
Duisburg;Tönisvorst;25;NONE
Duisburg;Velbert;29;F23
Duisburg;Viersen;39;NONE
Duisburg;Voerde;23;F23
Duisburg;Wesel;32;NONE
Duisburg;Willich;31;F23
Duisburg;Wuppertal;46;F23
Döbeln;Flöha;36;F24
Döbeln;Freiberg;37;F24
Döbeln;Grimma;40;NONE
Döbeln;Klipphausen;35;NONE
Döbeln;Meißen;32;NONE
Döbeln;Mittweida;23;F24
Döbeln;Nossen;18;F24
Döbeln;Oschatz;25;NONE
Döbeln;Riesa;30;NONE
Döbeln;Weinböhla;39;F24
Döbeln;Wilsdruff;34;NONE
Dülmen;Herne;41;F23
Dülmen;Herten;35;NONE
Dülmen;Lünen;34;F23
Dülmen;Marl;26;NONE
Dülmen;Münster;32;F23
Dülmen;Oer-Erkenschwick;26;F23
Dülmen;Recklinghausen;36;F23
Dülmen;Selm;28;F23
Dülmen;Waltrop;32;F23
Dülmen;Werne an der Lippe;35;F23
Düren;Erftstadt;24;K62
Düren;Erkelenz;38;K62
Düren;Eschweiler;16;NONE
Düren;Euskirchen;30;K62
Düren;Frechen;33;K62
Düren;Geilenkirchen;42;K62
Düren;Grevenbroich;47;K62
Düren;Herzogenrath;35;NONE
Düren;Hückelhoven;39;K62
Düren;Hürth;34;K62
Düren;Jülich;18;K62
Düren;Kerpen;18;K62
Düren;Mechernich;28;NONE
Düren;Pulheim;40;NONE
Düren;Stolberg;22;K62
Düren;Wesseling;40;K62
Düren;Würselen;32;K62
Düsseldorf;Erkrath;10;F23
Düsseldorf;Essen;31;F23
Düsseldorf;Grevenbroich;28;F23
Düsseldorf;Haan;20;NONE
Düsseldorf;Hattingen;39;F23
Düsseldorf;Heiligenhaus;17;F23
Düsseldorf;Hilden;15;NONE
Düsseldorf;Kaarst;16;F23
Düsseldorf;Kamp-Lintfort;42;NONE
Düsseldorf;Kempen;35;F23
Düsseldorf;Korschenbroich;26;F23
Düsseldorf;Krefeld;23;F23
Düsseldorf;Langenfeld;21;F23
Düsseldorf;Leichlingen;29;NONE
Düsseldorf;Leverkusen;31;NONE
Düsseldorf;Meerbusch;11;NONE
Düsseldorf;Mettmann;15;NONE
Düsseldorf;Moers;34;NONE
Düsseldorf;Mönchengladbach;30;F23
Düsseldorf;Mülheim;25;F23
Düsseldorf;Neuss;9;NONE
Düsseldorf;Oberhausen;37;NONE
Düsseldorf;Pulheim;31;F23
Düsseldorf;Ratingen;9;F23
